ef_construct,m,ef,k,qps,recall,time_span_insert,time_span_search
64, 8, 64, 1, 195.03142719461633, 0.9675, 43.94338297843933, 51.2737877368927
64, 8, 64, 10, 235.67926855132285, 0.96222, 43.94338297843933, 42.430545806884766
64, 8, 64, 100, 206.6033150434019, 0.919329, 43.94338297843933, 48.401933908462524
64, 8, 128, 1, 201.84320402910276, 0.943, 44.999842166900635, 49.54340696334839
64, 8, 128, 10, 303.55642102348867, 0.94207, 44.999842166900635, 32.94280505180359
64, 8, 128, 100, 238.35904476892668, 0.919545, 44.999842166900635, 41.95351600646973
64, 8, 256, 1, 158.05493798701977, 0.9886, 50.47898006439209, 63.269140005111694
64, 8, 256, 10, 223.03268929840905, 0.99346, 50.47898006439209, 44.83647680282593
64, 8, 256, 100, 207.45125027627867, 0.984412, 50.47898006439209, 48.20409607887268
64, 8, 512, 1, 152.8963522110347, 0.9912, 49.88497495651245, 65.40378403663635
64, 8, 512, 10, 190.60085778165808, 0.99692, 49.88497495651245, 52.46566104888916
64, 8, 512, 100, 173.93245156414216, 0.995505, 49.88497495651245, 57.4935839176178
64, 16, 64, 1, 195.53921868322095, 0.9626, 46.9909291267395, 51.14063596725464
64, 16, 64, 10, 205.4385497579427, 0.9639, 46.9909291267395, 48.676356077194214
64, 16, 64, 100, 167.99865847934038, 0.937363, 46.9909291267395, 59.52428483963013
64, 16, 128, 1, 147.05281329630193, 0.9884, 50.12786889076233, 68.00277924537659
64, 16, 128, 10, 247.83776337914932, 0.99459, 50.12786889076233, 40.348976135253906
64, 16, 128, 100, 180.3765624965596, 0.981981, 50.12786889076233, 55.4395751953125
64, 16, 256, 1, 125.26966193172306, 0.9922, 52.88749098777771, 79.82778787612915
64, 16, 256, 10, 183.36841854549422, 0.99692, 52.88749098777771, 54.53501796722412
64, 16, 256, 100, 159.85123342127665, 0.994974, 52.88749098777771, 62.55816602706909
64, 16, 512, 1, 109.48301830290265, 0.9928, 51.956047773361206, 91.33836603164673
64, 16, 512, 10, 157.9061270711404, 0.99769, 51.956047773361206, 63.32876491546631
