ef_construct,m,ef,k,qps,recall,time_span_insert,time_span_search,time_span_points,timestamp
64, 8, 64, 1, 83.91931674891431, 0.9552, 117.05536007881165, 29.79051899909973, 08_03_24_05:05
64, 8, 64, 10, 107.84059708897978, 0.95548, 117.05536007881165, 23.182364225387573, 08_03_24_05:05
64, 8, 64, 100, 202.76950498839676, 0.89838, 117.05536007881165, 12.329270124435425, 08_03_24_05:05
64, 8, 512, 1, 74.3758136858403, 0.9836, 116.6221170425415, 33.61307764053345, 08_03_24_05:08
64, 8, 512, 10, 107.9024184998578, 0.9958, 116.6221170425415, 23.169082164764404, 08_03_24_05:08
64, 8, 512, 100, 166.41631964726423, 0.993056, 116.6221170425415, 15.022565126419067, 08_03_24_05:08
64, 64, 64, 1, 59.55215921642694, 0.9656, 116.22565484046936, 41.980005979537964, 08_03_24_05:11
64, 64, 64, 10, 59.81828766660268, 0.98916, 116.22565484046936, 41.7932391166687, 08_03_24_05:12
64, 64, 64, 100, 108.32352156238035, 0.960984, 116.22565484046936, 23.079013347625732, 08_03_24_05:12
64, 64, 512, 1, 52.3346126126618, 1.0, 116.27330088615417, 47.769532918930054, 08_03_24_05:15
64, 64, 512, 10, 58.846231658886076, 0.99916, 116.27330088615417, 42.483603954315186, 08_03_24_05:15
64, 64, 512, 100, 101.05391838549959, 0.99826, 116.27330088615417, 24.73926830291748, 08_03_24_05:16
512, 8, 64, 1, 63.03732531712976, 0.9952, 117.51947402954102, 39.659043073654175, 08_03_24_05:18
512, 8, 64, 10, 62.093941495923715, 0.99436, 117.51947402954102, 40.261576890945435, 08_03_24_05:19
512, 8, 64, 100, 56.857571262356714, 0.9869, 117.51947402954102, 43.969517946243286, 08_03_24_05:20
512, 8, 512, 1, 57.66487946543488, 1.0, 117.75695610046387, 43.35394477844238, 08_03_24_05:23
512, 8, 512, 10, 57.465902418801, 0.99856, 117.75695610046387, 43.504058837890625, 08_03_24_05:23
512, 8, 512, 100, 51.68146457444572, 0.999692, 117.75695610046387, 48.373242139816284, 08_03_24_05:24
512, 64, 64, 1, 25.352710184786222, 0.9996, 117.31018328666687, 98.60878705978394, 08_03_24_05:28
512, 64, 64, 10, 39.7762739360231, 0.99836, 117.31018328666687, 62.85153818130493, 08_03_24_05:29
512, 64, 64, 100, 59.83492122620229, 0.99708, 117.31018328666687, 41.78162097930908, 08_03_24_05:29
512, 64, 512, 1, 35.05506472364135, 1.0, 117.60231399536133, 71.3163709640503, 08_03_24_05:33
512, 64, 512, 10, 53.78013810138525, 0.99896, 117.60231399536133, 46.48556303977966, 08_03_24_05:33
512, 64, 512, 100, 49.37443476020177, 0.999836, 117.60231399536133, 50.63349103927612, 08_03_24_05:34
