ef_construct,m,ef,k,qps,recall,time_span_insert,time_span_search,time_span_points,timestamp
64, 8, 64, 1, 9.83293496750813, 0.1048, 77.20522928237915, 254.2475881576538, 58.708155155181885, 08_03_24_01:31
64, 8, 64, 10, 167.08331692099733, 0.05437198460454275, 77.20522928237915, 14.962594985961914, 58.708155155181885, 08_03_24_01:31
64, 8, 64, 100, 116.49795056794161, 0.06528337386180089, 77.20522928237915, 21.4596049785614, 58.708155155181885, 08_03_24_01:31
64, 8, 512, 1, 11.29823835141504, 0.2244, 75.94479298591614, 221.2734341621399, 59.21911287307739, 08_03_24_01:37
64, 8, 512, 10, 42.3351590812109, 0.24209481001411173, 75.94479298591614, 59.052571296691895, 59.21911287307739, 08_03_24_01:38
64, 8, 512, 100, 40.29996187211974, 0.22228470571204267, 75.94479298591614, 62.03479814529419, 59.21911287307739, 08_03_24_01:39
64, 64, 64, 1, 5.909241350591257, 0.4704, 76.7190170288086, 423.0661520957947, 58.72745609283447, 08_03_24_01:49
64, 64, 64, 10, 66.74201231123611, 0.39754188956187275, 76.7190170288086, 37.45766592025757, 58.72745609283447, 08_03_24_01:49
64, 64, 64, 100, 47.54513361154871, 0.3475130919369795, 76.7190170288086, 52.58161687850952, 58.72745609283447, 08_03_24_01:50
64, 64, 512, 1, 5.616421478074884, 0.728, 77.0153739452362, 445.1232888698578, 58.65483069419861, 08_03_24_02:00
64, 64, 512, 10, 16.857178633707424, 0.7058672266746667, 77.0153739452362, 148.30476999282837, 58.65483069419861, 08_03_24_02:02
64, 64, 512, 100, 15.904369107848854, 0.5999359703733187, 77.0153739452362, 157.18951082229614, 58.65483069419861, 08_03_24_02:05
512, 8, 64, 1, 1.6712522017125955, 0.388, 77.33702182769775, 1495.884341955185, 61.00983786582947, 08_03_24_02:32
512, 8, 64, 10, 147.0257844063318, 0.08012381387324301, 77.33702182769775, 17.003820180892944, 61.00983786582947, 08_03_24_02:32
512, 8, 64, 100, 103.48537461887007, 0.09796495345797883, 77.33702182769775, 24.158003091812134, 61.00983786582947, 08_03_24_02:33
512, 8, 512, 1, 1.7316574709691508, 0.5232, 76.27727270126343, 1443.7035279273987, 60.62707209587097, 08_03_24_02:59
512, 8, 512, 10, 34.59352598717332, 0.32843737250102, 76.27727270126343, 72.26785731315613, 60.62707209587097, 08_03_24_03:00
512, 8, 512, 100, 32.31678725985024, 0.29078181423069277, 76.27727270126343, 77.35917496681213, 60.62707209587097, 08_03_24_03:02
512, 64, 64, 1, 0.892534123595811, 0.8788, 78.48752403259277, 2801.0133550167084, 61.32231879234314, 08_03_24_03:51
512, 64, 64, 10, 13.81763212197185, 0.60496, 78.48752403259277, 180.9282500743866, 61.32231879234314, 08_03_24_03:54
512, 64, 64, 100, 11.942421600344835, 0.537048, 78.48752403259277, 209.33777785301208, 61.32231879234314, 08_03_24_03:57
512, 64, 512, 1, 0.8406823029157438, 0.9752, 77.99121618270874, 2973.774981737137, 61.380820989608765, 08_03_24_04:49
512, 64, 512, 10, 6.78874792508154, 0.89928, 77.99121618270874, 368.25641894340515, 61.380820989608765, 08_03_24_04:55
512, 64, 512, 100, 6.6176152446364, 0.817056, 77.99121618270874, 377.77959394454956, 61.380820989608765, 08_03_24_05:02
