ef_construct,m,ef,k,qps,recall,time_span_insert,time_span_search,timestamp
128, 64, 256, 100, 364.0146324317522, 0.0194, 2.0941150188446045, 0.27471423149108887, 08_03_24_08:18
128, 64, 512, 1, 640.2500976944119, 0.01, 2.0634870529174805, 0.15618896484375, 08_03_24_08:18
128, 64, 512, 10, 557.6308389781498, 0.019, 2.0634870529174805, 0.17933011054992676, 08_03_24_08:18
128, 64, 512, 100, 363.9448273947118, 0.0194, 2.0634870529174805, 0.2747669219970703, 08_03_24_08:18
256, 8, 64, 1, 639.136907709773, 0.01, 2.089071035385132, 0.15646100044250488, 08_03_24_08:18
256, 8, 64, 10, 440.25674533822473, 0.019, 2.089071035385132, 0.22714018821716309, 08_03_24_08:18
256, 8, 64, 100, 371.39788316779254, 0.0194, 2.089071035385132, 0.2692530155181885, 08_03_24_08:18
256, 8, 128, 1, 634.8686232038713, 0.01, 2.0638997554779053, 0.15751290321350098, 08_03_24_08:18
256, 8, 128, 10, 513.0145062256904, 0.019, 2.0638997554779053, 0.19492626190185547, 08_03_24_08:18
256, 8, 128, 100, 357.88370731773915, 0.0194, 2.0638997554779053, 0.2794203758239746, 08_03_24_08:18
256, 8, 256, 1, 591.0833770201635, 0.01, 2.0808331966400146, 0.16918087005615234, 08_03_24_08:18
256, 8, 256, 10, 414.91036646770084, 0.019, 2.0808331966400146, 0.24101591110229492, 08_03_24_08:18
256, 8, 256, 100, 331.16865479788646, 0.0194, 2.0808331966400146, 0.30196094512939453, 08_03_24_08:18
256, 8, 512, 1, 599.074173261861, 0.01, 2.0694057941436768, 0.16692423820495605, 08_03_24_08:18
256, 8, 512, 10, 583.5391015206534, 0.019, 2.0694057941436768, 0.17136812210083008, 08_03_24_08:18
256, 8, 512, 100, 341.05356283257225, 0.0194, 2.0694057941436768, 0.2932090759277344, 08_03_24_08:18
256, 16, 64, 1, 513.3208989930142, 0.01, 2.083646059036255, 0.1948099136352539, 08_03_24_08:18
256, 16, 64, 10, 619.7550711617571, 0.019, 2.083646059036255, 0.16135406494140625, 08_03_24_08:18
256, 16, 64, 100, 395.50399058553734, 0.0194, 2.083646059036255, 0.2528419494628906, 08_03_24_08:18
256, 16, 128, 1, 581.6890782408024, 0.01, 2.059246063232422, 0.17191314697265625, 08_03_24_08:18
256, 16, 128, 10, 451.6079155939872, 0.019, 2.059246063232422, 0.22143101692199707, 08_03_24_08:18
256, 16, 128, 100, 349.1171571903849, 0.0194, 2.059246063232422, 0.2864367961883545, 08_03_24_08:18
256, 16, 256, 1, 623.601162068053, 0.01, 2.082818031311035, 0.16035890579223633, 08_03_24_08:18
256, 16, 256, 10, 506.26252287310314, 0.019, 2.082818031311035, 0.1975259780883789, 08_03_24_08:18
256, 16, 256, 100, 316.5130248422832, 0.0194, 2.082818031311035, 0.31594276428222656, 08_03_24_08:18
256, 16, 512, 1, 620.4398975771463, 0.01, 2.061997890472412, 0.16117596626281738, 08_03_24_08:18
256, 16, 512, 10, 383.34743896041226, 0.019, 2.061997890472412, 0.26085996627807617, 08_03_24_08:18
256, 16, 512, 100, 321.9389235400583, 0.0194, 2.061997890472412, 0.31061792373657227, 08_03_24_08:18
256, 32, 64, 1, 623.675343561621, 0.01, 2.0782039165496826, 0.1603398323059082, 08_03_24_08:18
256, 32, 64, 10, 605.7955147805415, 0.019, 2.0782039165496826, 0.16507220268249512, 08_03_24_08:18
256, 32, 64, 100, 339.76474171569566, 0.0194, 2.0782039165496826, 0.29432129859924316, 08_03_24_08:18
256, 32, 128, 1, 620.7438322307567, 0.01, 2.075777053833008, 0.16109704971313477, 08_03_24_08:18
256, 32, 128, 10, 439.35009390768033, 0.019, 2.075777053833008, 0.22760891914367676, 08_03_24_08:18
256, 32, 128, 100, 328.40634246524934, 0.0194, 2.075777053833008, 0.3045008182525635, 08_03_24_08:18
256, 32, 256, 1, 629.6666491521735, 0.01, 2.09780216217041, 0.1588141918182373, 08_03_24_08:18
256, 32, 256, 10, 582.2818128559172, 0.019, 2.09780216217041, 0.1717381477355957, 08_03_24_08:18
256, 32, 256, 100, 343.5988262453121, 0.0194, 2.09780216217041, 0.29103708267211914, 08_03_24_08:18
256, 32, 512, 1, 615.063716217207, 0.01, 2.0637950897216797, 0.16258478164672852, 08_03_24_08:18
256, 32, 512, 10, 519.6803837971585, 0.019, 2.0637950897216797, 0.19242596626281738, 08_03_24_08:18
256, 32, 512, 100, 339.0588686084477, 0.0194, 2.0637950897216797, 0.2949340343475342, 08_03_24_08:18
256, 64, 64, 1, 630.5972348345892, 0.01, 2.0900590419769287, 0.15857982635498047, 08_03_24_08:19
256, 64, 64, 10, 542.9414315579633, 0.019, 2.0900590419769287, 0.18418192863464355, 08_03_24_08:19
256, 64, 64, 100, 389.9643069988592, 0.0194, 2.0900590419769287, 0.25643372535705566, 08_03_24_08:19
256, 64, 128, 1, 641.078964382498, 0.01, 2.061387062072754, 0.15598702430725098, 08_03_24_08:19
256, 64, 128, 10, 428.4343768641776, 0.019, 2.061387062072754, 0.23340797424316406, 08_03_24_08:19
256, 64, 128, 100, 313.12904027754035, 0.0194, 2.061387062072754, 0.31935715675354004, 08_03_24_08:19
256, 64, 256, 1, 629.5211093417223, 0.01, 2.091549873352051, 0.15885090827941895, 08_03_24_08:19
256, 64, 256, 10, 590.8144450282356, 0.019, 2.091549873352051, 0.16925787925720215, 08_03_24_08:19
256, 64, 256, 100, 355.30526167767493, 0.0194, 2.091549873352051, 0.2814481258392334, 08_03_24_08:19
256, 64, 512, 1, 624.9931455410255, 0.01, 2.0588629245758057, 0.1600017547607422, 08_03_24_08:19
256, 64, 512, 10, 415.00109333087954, 0.019, 2.0588629245758057, 0.24096322059631348, 08_03_24_08:19
256, 64, 512, 100, 304.8584843947609, 0.0194, 2.0588629245758057, 0.3280210494995117, 08_03_24_08:19
512, 8, 64, 1, 639.6193671368662, 0.01, 2.0869288444519043, 0.1563429832458496, 08_03_24_08:19
512, 8, 64, 10, 488.4691665997021, 0.019, 2.0869288444519043, 0.20472121238708496, 08_03_24_08:19
512, 8, 64, 100, 310.7729787883548, 0.0194, 2.0869288444519043, 0.3217782974243164, 08_03_24_08:19
512, 8, 128, 1, 628.1841641367887, 0.01, 2.067147970199585, 0.15918898582458496, 08_03_24_08:19
512, 8, 128, 10, 482.74701585215246, 0.019, 2.067147970199585, 0.20714783668518066, 08_03_24_08:19
512, 8, 128, 100, 341.395844779521, 0.0194, 2.067147970199585, 0.29291510581970215, 08_03_24_08:19
512, 8, 256, 1, 629.1830363906653, 0.01, 2.0724339485168457, 0.1589362621307373, 08_03_24_08:19
512, 8, 256, 10, 529.798567348635, 0.019, 2.0724339485168457, 0.1887509822845459, 08_03_24_08:19
512, 8, 256, 100, 370.8635879733606, 0.0194, 2.0724339485168457, 0.2696409225463867, 08_03_24_08:19
512, 8, 512, 1, 624.8274177161636, 0.01, 2.0691728591918945, 0.16004419326782227, 08_03_24_08:19
512, 8, 512, 10, 460.0409773133097, 0.019, 2.0691728591918945, 0.21737194061279297, 08_03_24_08:19
512, 8, 512, 100, 382.01612293579154, 0.0194, 2.0691728591918945, 0.26176905632019043, 08_03_24_08:19
512, 16, 64, 1, 616.3254150417173, 0.01, 2.0745420455932617, 0.16225194931030273, 08_03_24_08:19
512, 16, 64, 10, 564.7099373128541, 0.019, 2.0745420455932617, 0.17708206176757812, 08_03_24_08:19
512, 16, 64, 100, 385.3234911783485, 0.0194, 2.0745420455932617, 0.2595221996307373, 08_03_24_08:19
512, 16, 128, 1, 634.8119312987728, 0.01, 2.068955183029175, 0.15752696990966797, 08_03_24_08:19
512, 16, 128, 10, 411.30264836564646, 0.019, 2.068955183029175, 0.24312996864318848, 08_03_24_08:19
512, 16, 128, 100, 372.6335839884007, 0.0194, 2.068955183029175, 0.2683601379394531, 08_03_24_08:19
512, 16, 256, 1, 639.4760152889859, 0.01, 2.089570999145508, 0.15637803077697754, 08_03_24_08:19
512, 16, 256, 10, 521.2465265177689, 0.019, 2.089570999145508, 0.1918478012084961, 08_03_24_08:19
512, 16, 256, 100, 350.4590145579515, 0.0194, 2.089570999145508, 0.2853400707244873, 08_03_24_08:19
512, 16, 512, 1, 624.6208465873215, 0.01, 2.0608561038970947, 0.1600971221923828, 08_03_24_08:19
512, 16, 512, 10, 420.49467201486965, 0.019, 2.0608561038970947, 0.23781514167785645, 08_03_24_08:19
512, 16, 512, 100, 320.9397634981582, 0.0194, 2.0608561038970947, 0.3115849494934082, 08_03_24_08:19
512, 32, 64, 1, 625.8436489083595, 0.01, 2.0934720039367676, 0.15978431701660156, 08_03_24_08:19
512, 32, 64, 10, 508.9625028364655, 0.019, 2.0934720039367676, 0.19647812843322754, 08_03_24_08:19
512, 32, 64, 100, 330.50660610707354, 0.0194, 2.0934720039367676, 0.3025658130645752, 08_03_24_08:19
512, 32, 128, 1, 640.5453862388936, 0.01, 2.072434186935425, 0.15611696243286133, 08_03_24_08:19
512, 32, 128, 10, 419.55081108278074, 0.019, 2.072434186935425, 0.23835015296936035, 08_03_24_08:19
512, 32, 128, 100, 374.7494033839366, 0.0194, 2.072434186935425, 0.2668449878692627, 08_03_24_08:19
512, 32, 256, 1, 629.5097714027565, 0.01, 2.073259115219116, 0.15885376930236816, 08_03_24_08:19
512, 32, 256, 10, 533.2702711293348, 0.019, 2.073259115219116, 0.18752217292785645, 08_03_24_08:19
512, 32, 256, 100, 344.78936409304526, 0.0194, 2.073259115219116, 0.29003214836120605, 08_03_24_08:19
512, 32, 512, 1, 647.2951075197461, 0.01, 2.081230878829956, 0.15448904037475586, 08_03_24_08:19
512, 32, 512, 10, 396.2999567257452, 0.019, 2.081230878829956, 0.2523341178894043, 08_03_24_08:19
512, 32, 512, 100, 383.10968619982555, 0.0194, 2.081230878829956, 0.26102185249328613, 08_03_24_08:19
512, 64, 64, 1, 644.5784187919256, 0.01, 2.085933208465576, 0.15514016151428223, 08_03_24_08:19
512, 64, 64, 10, 537.495610898811, 0.019, 2.085933208465576, 0.18604803085327148, 08_03_24_08:19
512, 64, 64, 100, 378.09139881875285, 0.0194, 2.085933208465576, 0.26448631286621094, 08_03_24_08:19
512, 64, 128, 1, 521.943170307394, 0.01, 2.0728471279144287, 0.19159173965454102, 08_03_24_08:19
512, 64, 128, 10, 447.283170297602, 0.019, 2.0728471279144287, 0.2235720157623291, 08_03_24_08:19
512, 64, 128, 100, 346.59974267206223, 0.0194, 2.0728471279144287, 0.2885172367095947, 08_03_24_08:19
512, 64, 256, 1, 591.8983261809237, 0.01, 2.063344955444336, 0.16894793510437012, 08_03_24_08:19
512, 64, 256, 10, 593.1262302871236, 0.019, 2.063344955444336, 0.16859817504882812, 08_03_24_08:19
512, 64, 256, 100, 363.00397336779054, 0.0194, 2.063344955444336, 0.2754790782928467, 08_03_24_08:19
512, 64, 512, 1, 508.3709069048104, 0.01, 2.0676980018615723, 0.19670677185058594, 08_03_24_08:19
512, 64, 512, 10, 422.73065824894957, 0.019, 2.0676980018615723, 0.2365572452545166, 08_03_24_08:19
512, 64, 512, 100, 334.01027759705227, 0.0194, 2.0676980018615723, 0.2993919849395752, 08_03_24_08:19
